# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.002        0.000       30.434     3087.957
       0.203       19.288       39.918     3152.961
       0.404       31.725       60.680     3152.961
       0.605       40.312       81.617     3349.980
       0.806       45.375      100.703     3351.980
       1.007       50.388      109.797     3353.980
       1.209       40.388      115.934     3355.980
       1.410       39.112      123.652     3422.984
       1.611       35.362      133.344     3491.992
       1.812       27.363      137.418     4142.031
       2.013       34.225      143.062     4146.031
       2.214       49.737      154.266     4410.055
       2.415       61.612      178.504     4613.449
       2.616       57.237      185.949     5076.594
       2.817       58.487      192.543     5533.641
       3.020       56.000      213.438     5598.645
       3.221       55.300      230.461     5667.648
       3.422       52.825      239.035     5732.652
       3.624       47.200      243.883     5799.656
       3.825       47.812      247.227     5806.504
       4.026       46.612      269.461     5873.508
       4.227       54.087      279.188     5875.508
       4.428       32.312      286.570     5879.508
       4.630       42.888      369.844     5879.508
       4.830       56.025      415.344     5946.512
       5.031       55.962      429.566     5946.512
       5.232       58.500      455.051     5950.859
       5.433       51.600      468.727     5950.512
       5.634       46.000      475.727     5954.512
       5.835       53.487      484.734     5956.512
       6.036       51.625      497.988     6094.117
       6.237       52.263      503.324     6090.520
       6.438       53.462      495.570     6092.520
       6.639       42.888      498.652     6092.520
       6.840       46.000      501.348     6224.527
       7.042       59.000      503.633     6224.527
       7.243       59.087      507.801     6226.527
       7.444       56.600      509.695     6232.551
       7.645       55.325      512.168     6232.551
       7.846       36.625      517.160     6236.559
       8.048       13.625      517.457     6236.559
       8.250        0.000      517.457     6236.559
       8.452        0.000      517.457     6236.559
       8.655        0.000      517.484     6236.559
       8.862        0.600      517.566     6236.559
       9.064       72.638      527.598     6241.570
       9.264       87.750      535.586     6241.570
       9.465       84.000      534.039     6244.574
       9.666       82.725      537.293     6244.574
       9.867       83.963      539.855     6244.574
      10.068       80.900      543.473     6244.574
      10.269       77.700      553.266     6244.574
      10.470       81.513      562.047     6244.574
      10.671       72.763      564.172     6246.582
      10.872       68.400      562.051     6246.582
      11.073       68.412      557.824     6246.582
      11.274       63.475      567.223     6246.582
      11.475       62.150      572.117     6246.582
      11.679       28.175      572.832     6246.582
      11.882        0.000      572.832     6246.582
      12.089        0.000      572.832     6246.582
      12.291        0.000      572.832     6246.582
      12.496        0.613      572.832     6246.582
